DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
24/12/16 106,0.15852104,0.6758147,0.2555805,0.427499,0.56898755,0.78490937,0.56826705,0.7163576,0.003910009,0.9726059,0.98079544,0.00440183,0.03787732,0.96592546,0.9983406,-0.004216451,0.059593786,0.03468449,0.027236767,0.9695373,0.9989235,0.7800395,0.99979556,0.04461919,-0.011460326,0.86469656,0.9945687,-0.014439503,-0.04083928,0.611836,0.99688655,0.17134593,0.29731196,0.58863676,0.7902236,0.55344,0.47210854,0.06973755,0.57195693,0.10357898,0.3513752,0.03806795,0.6142338,1
24/12/16 107,0.34144577,-0.256467,0.95603335,0.70145094,0.9309734,0.8959147,0.410487,0.88171923,0.050961338,0.9977171,0.98474544,0.012893392,-0.09193612,0.83361703,0.99974406,-0.007615362,0.118930995,0.041331273,0.2559475,0.1596436,0.8899379,0.70893306,0.999997,-0.054514278,-0.093021505,0.93380195,0.9882065,-0.12689519,-0.0356177,0.93848735,0.999237,0.26837966,0.23065531,0.45907807,0.956703,0.45492032,0.3649834,0.1603328,0.5769615,0.06064305,0.5069517,0.124908365,0.05598299,1
25/12/16 28,-0.08102891,0.42462862,0.24404363,0.5981904,0.8846371,0.9598732,0.6286948,0.77458733,0.020742876,0.9469262,0.976048,-0.003483636,-0.013029343,0.9763615,0.9995432,0.005505844,0.020938631,0.05116722,0.057492267,0.9767403,0.99878144,0.7432813,0.9978567,0.001932092,-0.085705906,0.8803536,0.9969743,-0.00166446,0.002932789,0.6322387,0.999437,0.47429386,0.28933927,0.5406472,0.83071244,0.4999863,0.54207635,0.034022875,0.64691156,0.1485409,0.40643147,-0.024493838,0.50689816,1
24/12/16 108,0.18115473,0.21667515,0.54217494,0.5128498,0.57595956,0.7918106,0.43925187,0.71724254,-0.001040969,0.9649267,0.95776385,0.03484452,-0.018505724,0.9148726,0.99774766,-0.027367366,0.05187683,-0.007152704,0.026274305,0.88038355,0.99175507,0.72785294,0.9996894,0.011489334,-0.045158286,0.86597127,0.98704886,-0.009412883,-0.009597296,0.79987,0.99263644,0.2981089,0.31303504,0.38436714,0.8109493,0.5121438,0.48892006,0.07761862,0.61102444,0.11078001,0.454248,0.001550325,0.44925115,1
24/12/16 109,0.4301884,0.6274955,-0.06742099,0.61237234,0.28594893,0.8847439,0.48044646,0.6665181,0.000657502,0.9005653,0.968991,-0.013812401,-0.049445964,0.93234384,0.99345934,-0.036908757,0.063039236,-0.012007344,0.06857761,0.9853971,0.99935985,0.7564835,0.99817324,0.026883552,-0.028586933,0.7957465,0.993549,-0.023235645,-0.029572947,0.53075576,0.99032676,0.4865018,0.32464746,0.6368286,0.6650205,0.55509275,0.42424515,0.10363534,0.60771626,0.13496077,0.23365466,0.030371329,0.65869737,1
24/12/16 110,0.9331247,0.19030638,0.65815157,0.5678318,0.56304854,0.8968561,0.41163483,0.83935046,0.031253554,0.99618745,0.9899522,0.055436067,-0.004964981,0.87885344,0.99970937,-0.011230068,0.090074636,-0.005829551,0.04475409,0.956774,0.99982095,0.56291264,0.99999976,0.01637389,-0.08213119,0.96826535,0.99869794,-0.12196036,-0.04281293,0.75887644,0.5991075,0.63419676,0.44775546,0.20907517,0.92881995,0.43588963,0.57848865,0.2623942,0.6581378,0.29969728,0.5627339,0.16804323,0.21780734,1
25/12/16 29,0.083416305,0.2513871,0.18717794,0.87922335,0.9507952,0.9991869,0.7863313,0.83055544,0.030675305,0.5980641,0.97070193,0.033181816,-0.038546514,0.97373694,0.9996639,-0.029882234,0.050767645,-0.017585222,0.057126846,0.9977981,0.99984866,0.87575644,0.9893988,0.111325726,0.005571826,0.8786617,0.9995954,-0.115554504,-0.031912558,0.32667488,0.999979,0.9270554,0.3804407,0.5047588,0.8804471,0.44283906,0.45613396,0.03246316,0.59688663,0.14344195,0.4657286,0.076145016,0.4403686,1
24/12/16 111,0.6897061,0.48954737,0.629655,0.3667905,0.37999627,0.75850767,0.5162422,0.745255,0.008883332,0.99486554,0.9909599,0.029968007,0.016201433,0.9743575,0.99987364,-0.013086455,0.09366636,0.014601801,0.037866224,0.9470384,0.9990041,0.7191975,0.9999886,0.03756381,-0.046147116,0.9056161,0.9961188,-0.040067926,-0.043614827,0.87064606,0.988203,0.2811966,0.43365467,0.5885299,0.8993721,0.60623693,0.5425402,0.08978694,0.63916224,0.1079592,0.516197,-0.011524052,0.5262377,1
24/12/16 112,0.3602135,-0.07061835,0.9602664,0.7746938,0.9165154,0.80755436,0.38865867,0.87053496,0.113741435,0.99746025,0.9876064,0.06367353,-0.06310407,0.72724086,0.99889785,-0.014143161,0.090622894,0.035312265,0.107737735,0.47364542,0.95567155,0.7786468,0.9999986,0.0383053,-0.050624587,0.93447375,0.9858366,-0.020282824,-0.040274132,0.95370305,0.9991286,0.22272243,0.2814117,0.5004328,0.96080136,0.5365786,0.4902849,0.14383858,0.58763796,0.06816352,0.56772137,-0.003543065,0.39262474,1
24/12/16 113,0.22476439,0.5013566,0.106094725,0.61809725,0.5436862,0.93004996,0.546144,0.6318042,0.031849045,0.79503036,0.89070237,0.02540295,-0.002272296,0.8814959,0.9867256,-0.032071184,-0.005504697,0.057657752,0.080034085,0.97543323,0.9976838,0.67863953,0.9947372,0.037074737,-0.033212714,0.66709375,0.98531795,-0.016114717,0.03234279,0.5746182,0.99621594,0.58650964,0.25035986,0.5004309,0.65259516,0.49245626,0.48976445,0.07525895,0.5597004,0.08678524,0.35623047,0.030086162,0.52016765,1
25/12/16 30,0.14203553,0.50830215,0.8034313,0.77086264,0.8439648,0.7288948,0.44217968,0.7480815,0.02992956,0.9789189,0.9625992,-0.045973863,-0.05347366,0.7241057,0.98154217,-0.021375118,0.0542852,-0.052325092,0.020907437,0.78529394,0.9640118,0.73483086,0.99964386,0.05792929,-0.056286678,0.8757931,0.97677183,0.029816927,-0.022338329,0.81047326,0.999112,0.2962128,0.2845107,0.5767841,0.86657,0.6047496,0.47723868,0.05098564,0.5801431,0.057741277,0.5166323,0.01118789,0.52181786,1
24/12/16 114,0.562518,0.7365316,0.16623594,0.36410856,0.13744068,0.46889654,0.38638875,0.6648948,-0.008500098,0.95833343,0.97438025,-0.020244371,-0.004229893,0.9166451,0.99201393,-0.037951235,0.055086233,0.03911126,0.024127701,0.95901555,0.9988942,0.64074135,0.9998091,0.018578682,-0.016329456,0.79916865,0.98807096,-0.000233831,-0.028708389,0.5960506,0.9591356,0.15819357,0.32576218,0.5557194,0.76640457,0.59353733,0.4512004,0.10219681,0.45747125,0.0951107,0.343427,0.023771688,0.61702126,1
24/12/16 115,-0.10048116,0.5964462,0.46411827,0.629153,0.7836648,0.90239054,0.6104546,0.68329126,-0.042542905,0.97452736,0.9785937,0.014436933,-0.008240036,0.9704236,0.99949557,-0.008039961,0.006167739,0.018295629,0.06552446,0.93521965,0.9957781,0.7368729,0.9990858,0.031886265,-0.098202676,0.8553459,0.99531853,-0.02183208,-0.006920355,0.6832967,0.99904215,0.2202861,0.29116184,0.58436334,0.7687271,0.5883424,0.5023822,0.06239564,0.62705696,0.07231973,0.45770094,0.01290806,0.53196603,1
24/12/16 116,0.7657253,0.8266104,0.28018135,0.52405465,0.11543201,0.5341952,0.39787373,0.78710103,0.025810035,0.99240947,0.9934936,-0.012530751,-0.028447103,0.8878074,0.9872281,-0.004439683,0.12568252,0.005041646,0.00201307,0.98474133,0.9998413,0.69769865,0.9999989,0.059333116,-0.04522053,0.93785375,0.9968559,-0.04877279,-0.06065495,0.6668743,0.939562,0.33066022,0.42205647,0.6077719,0.86101407,0.7225877,0.5355036,0.12269519,0.5374089,0.12377204,0.454682,0.08132352,0.65602046,1
25/12/16 31,0.7054831,0.09528058,0.54753494,0.43684578,0.3320895,0.77322364,0.27833253,0.7101317,-0.006716232,0.9778531,0.9655811,0.04005117,-0.002637313,0.8712471,0.99784476,0.001441663,0.039880335,0.018232498,0.017638491,0.86524653,0.99681807,0.6363402,0.9999708,0.017666766,-0.046410583,0.8695163,0.98741126,-0.061986554,-0.0553129,0.8031422,0.8860553,0.39056882,0.31433427,0.2672223,0.8419035,0.39820242,0.46867144,0.18884589,0.58441556,0.17826512,0.33725628,0.048833273,0.24101014,1
24/12/16 117,0.26149994,0.28789532,0.40207794,0.49071693,0.44624886,0.7086753,0.37249887,0.56479156,0.0200452,0.8893006,0.86351144,0.02700832,-0.015627652,0.78991395,0.97792655,-0.02952503,-0.013039442,0.027205396,0.062491562,0.8637245,0.9787714,0.5971162,0.99765164,0.015741464,-0.001116788,0.6892391,0.9571247,-0.035869684,0.011313973,0.6849798,0.9721675,0.31222144,0.3052919,0.38815194,0.6486498,0.44320127,0.4124604,0.03434332,0.5696448,0.061821178,0.31630114,0.007054098,0.40856606,1
24/12/16 118,0.015318393,0.4317258,0.40105468,0.76758647,0.8738947,0.96212196,0.55622905,0.72254556,0.005678462,0.8802646,0.9333942,-0.005933666,-0.045229204,0.8936607,0.9971254,-0.006997499,0.038409315,-0.029130675,0.06669201,0.957093,0.9915485,0.70702994,0.99467987,0.02562733,-0.07115207,0.8182775,0.99370074,0.007438832,-0.001340815,0.63315165,0.99957633,0.7057503,0.30100873,0.4909961,0.8449818,0.5683834,0.4833513,0.011282238,0.59981865,0.04821924,0.4518319,-0.072286285,0.44972953,1
24/12/16 119,0.10679713,0.6521492,0.37089095,0.5742994,0.62130314,0.77740616,0.5438055,0.792475,0.022620749,0.9698921,0.9763335,0.006105646,-0.027197147,0.96362925,0.99836725,-0.018025586,0.009422846,0.030997057,0.04057037,0.98153335,0.99937093,0.8411085,0.99993473,0.071115844,-0.06828448,0.887716,0.9956188,0.001922692,-0.0315653,0.70055974,0.9983647,0.32435492,0.32618505,0.47486976,0.81825376,0.61574334,0.543859,0.13164723,0.6181935,0.14624226,0.4583957,0.046301726,0.64239717,1
25/12/16 32,0.4475686,-0.16925849,0.9319197,0.78513557,0.9409451,0.9314974,0.3653645,0.85741705,0.09729713,0.9885771,0.9377998,0.01514644,-0.030349277,0.6966482,0.9979538,-0.019432232,0.04213948,0.07278684,0.16727678,0.49057832,0.9253434,0.73146856,0.9999739,-0.014949951,-0.11814605,0.8371275,0.9751946,-0.106501594,-0.004641334,0.92531115,0.9991399,0.5556387,0.24197738,0.46940315,0.9318502,0.46974802,0.4595766,0.22644253,0.6085107,0.1078576,0.5050353,0.05810784,0.061076995,1
24/12/16 120,0.52670085,0.92584723,-0.10121211,0.6145632,0.28456065,0.7844942,0.4939222,0.7804144,0.004089236,0.9845094,0.9951834,-0.031431478,-0.060806256,0.9742094,0.9962393,-0.016598718,0.098420985,0.00874792,0.05198424,0.996054,0.9999455,0.8113154,0.99996966,0.10662624,-0.05838189,0.8856852,0.99834645,-0.01262045,0.000644558,0.5264406,0.9970432,0.24725527,0.41435412,0.7859835,0.81170034,0.7529121,0.50753665,0.121614106,0.6062507,0.1599076,0.41225317,0.075171635,0.7870794,1
24/12/16 121,0.35516024,0.613266,0.25487557,0.61100495,0.63280797,0.86744195,0.5809938,0.82359904,0.009798089,0.986725,0.9910416,0.008135031,-0.025098057,0.9856178,0.9996995,-0.004591866,0.02391666,-0.001953033,0.0572659,0.9883126,0.9998291,0.84408337,0.99996156,0.04427836,-0.071204804,0.90228546,0.9979667,-0.009627552,-0.012204383,0.79037684,0.9984215,0.37210688,0.36826265,0.6564204,0.89304936,0.6347145,0.5298096,0.13312851,0.69321275,0.15399775,0.43279812,0.013332489,0.68184966,1
24/12/16 122,0.042169355,0.4862212,0.3901004,0.6579538,0.8394617,0.9678305,0.6878044,0.81230557,0.037614144,0.98275715,0.990582,0.014262185,0.001538909,0.9905344,0.9999531,0.025481852,0.03713534,-0.039110098,0.061456807,0.98157173,0.9993594,0.8167919,0.9996768,0.043861784,-0.06618463,0.9274352,0.9988952,-0.04430116,-0.06663549,0.75328463,0.9995991,0.5330228,0.3236184,0.5225953,0.8908379,0.60535836,0.52021915,0.04254674,0.6977774,0.13173352,0.43285736,-0.015561873,0.6027498,1
25/12/16 33,0.066497825,0.5349714,0.13308477,0.57636976,0.79041314,0.9561649,0.6694298,0.7789338,0.027363593,0.94963694,0.98094153,-0.005247985,-0.0338118,0.9816393,0.9994882,-0.03315893,0.06787003,0.038628954,0.11129184,0.9886071,0.9995197,0.7955292,0.9987549,0.023881324,-0.069446675,0.8814251,0.99805844,0.004656457,-0.058303796,0.52805775,0.99923915,0.47203428,0.2798316,0.55766267,0.8017027,0.48831552,0.5179287,0.05206519,0.6264261,0.07226696,0.33159813,-0.017809866,0.5724328,1
24/12/16 123,0.25216675,0.8353131,0.16344096,0.59121543,0.4826234,0.6927217,0.51438123,0.76776296,0.021011092,0.9750834,0.9857681,0.02996695,-0.008439511,0.94645816,0.9910863,-0.006721675,0.05805541,0.01920577,0.0781594,0.98553765,0.99958247,0.78177065,0.9999015,0.03511593,-0.010762666,0.8775269,0.9955848,0.013597065,0.001048497,0.6696098,0.99773806,0.23358302,0.38102943,0.69513416,0.812699,0.6812709,0.5398839,0.110289015,0.5805963,0.124033414,0.4477712,0.03517501,0.7088075,1
24/12/16 124,0.0888029,0.07093752,0.7226277,0.73122805,0.9753682,0.9967524,0.743231,0.88973916,0.010906684,0.99441755,0.9961845,0.06776462,-0.09976141,0.9967243,0.99999946,-0.08925219,0.14472622,-0.027407752,0.13519044,0.96253645,0.99814516,0.8317078,0.99965763,0.022442747,-0.057777192,0.978261,0.9998111,0.029252598,-0.039429083,0.8939735,0.9999756,0.61611193,0.40307462,0.6492023,0.9632825,0.5918404,0.628518,0.08340574,0.8095752,0.07071759,0.6278765,-0.03623548,0.48751822,1
24/12/16 125,0.3913485,0.83148307,0.1989465,0.57720226,0.2810112,0.7333385,0.47079244,0.70966583,-0.005786281,0.9729317,0.9801003,0.016817704,-0.005714503,0.9510324,0.99483293,-0.032025702,0.03436294,0.03144711,0.11899743,0.98642075,0.99949354,0.76539284,0.9998659,0.022540543,-0.050354,0.8407518,0.9952542,-0.024848647,0.031447187,0.6599878,0.9968135,0.2635819,0.2970061,0.6905864,0.79311365,0.6977776,0.50667363,0.0890563,0.6424442,0.08327015,0.42907774,0.018008744,0.68398577,1
25/12/16 34,0.12204067,0.7269405,0.17038417,0.6330488,0.53910303,0.7663903,0.45228988,0.66732985,0.000936737,0.9300091,0.9509041,0.018864134,-0.01363611,0.87665856,0.97142094,-0.019354643,-0.009282825,0.055304065,0.051281977,0.9699412,0.99815786,0.68091494,0.9983929,0.008967107,-0.050570063,0.78667384,0.9842401,-0.060157098,0.02250603,0.5058297,0.9947837,0.31384024,0.28337044,0.5762854,0.740233,0.6446814,0.49615595,0.09307321,0.5551346,0.074057125,0.44170797,0.029406495,0.5897001,1
24/12/16 126,-0.05529684,0.41018608,0.33578545,0.7564387,0.9382558,0.9943813,0.79662806,0.8368364,0.04862233,0.96740544,0.98950547,0.034376584,-0.042503554,0.993528,0.9999882,-0.05697689,0.11806073,-0.003661825,0.1032641,0.99190277,0.99949586,0.8061035,0.99730676,-0.008488041,-0.034246594,0.9310036,0.9996413,-0.015018527,-0.073857464,0.657918,0.99994725,0.63376206,0.40942,0.58511156,0.88862056,0.52005005,0.55999964,-0.007553215,0.69727993,0.12373684,0.44202295,0.002128713,0.5684909,1
24/12/16 127,0.51664615,-0.44927722,0.98025584,0.73742354,0.9494758,0.9324921,0.49583483,0.8571214,0.08762202,0.99851286,0.978174,0.04552256,-0.08645146,0.7469731,0.9998271,0.004206765,0.103052564,0.06610448,0.33430424,-0.16482581,0.7456227,0.63546944,0.99999756,-0.09915562,-0.07729966,0.87425625,0.96901464,-0.09015584,-0.07008223,0.963772,0.9993973,0.35751763,0.24149534,0.46728593,0.9716973,0.30103967,0.38531956,0.17953812,0.51724046,0.13524404,0.56266665,0.15204681,-0.12883948,1
24/12/16 128,0.07295564,0.5966291,0.17650534,0.61793774,0.76205295,0.9493993,0.644055,0.758932,0.0228656,0.9647454,0.98631954,0.01175242,-0.022260865,0.98217565,0.9995626,-0.049995236,0.022593781,0.042830326,0.06307495,0.98640555,0.99948716,0.80271626,0.9993108,0.024556408,-0.037744924,0.874001,0.99795306,-0.057226237,-0.008617828,0.5877323,0.99904555,0.40872866,0.29692364,0.48314252,0.8016707,0.5144307,0.5534266,0.07519995,0.6431999,0.13681918,0.32036775,0.025715971,0.5781406,1
25/12/16 35,0.4333702,0.84039193,0.20143086,0.47401533,0.70581967,0.93634415,0.78282845,0.8507524,0.038917404,0.9963957,0.99893576,0.014433349,-0.07237055,0.9979256,0.99998474,-0.00839888,0.06068768,0.041977987,0.10782473,0.99728584,0.99998575,0.8785331,0.9999925,0.052135006,-0.034159567,0.9141504,0.999737,-0.023300124,-0.06774755,0.7334466,0.9997152,0.13016078,0.3856326,0.72249585,0.8756094,0.6198992,0.5808117,0.14943407,0.64808637,0.16210884,0.36667418,0.0745911,0.7639293,1
24/12/16 129,0.28048462,0.37359408,0.3804043,0.5575433,0.56426615,0.82687116,0.4645566,0.67308944,-0.0318586,0.89816844,0.9014658,0.061060615,0.020025985,0.869562,0.99106437,-0.06388633,0.023578038,0.031571157,0.06253904,0.90270424,0.9885274,0.692903,0.998031,0.023816414,-0.06554593,0.7634942,0.9796582,-0.009128944,0.01943874,0.7286574,0.98888713,0.36110038,0.30503955,0.44536203,0.74586433,0.5005683,0.4533417,0.11959001,0.6397614,0.10213866,0.45964175,0.014257067,0.39425743,1
24/12/16 130,0.42171088,-0.15985434,0.5387543,0.3946968,0.5158129,0.81409866,0.3592247,0.6427062,0.000647766,0.92661417,0.90630424,0.019502714,-0.015981885,0.86674726,0.9975939,-0.03796913,0.04246817,0.021789229,0.016012594,0.73445445,0.974301,0.56565005,0.99889505,-0.007181824,-0.03972815,0.8101355,0.9663294,0.006420848,-0.009449803,0.7727916,0.92929024,0.3801566,0.299758,0.28624183,0.7751617,0.3035848,0.38352183,0.09206275,0.5796694,0.1119248,0.36091515,0.04468946,0.22926316,1
24/12/16 131,0.33888206,0.60407263,-0.21165153,0.8795772,0.86604536,0.99862444,0.8095377,0.8484147,-0.005809331,0.78369576,0.9772822,0.010726448,-0.072204866,0.9825429,0.9993165,-0.066445045,0.039284706,0.061180256,0.17015763,0.99949217,0.9999875,0.8723268,0.9968022,0.0982794,-0.053867504,0.8675988,0.9996345,-0.099338695,0.050952863,0.510093,0.99996704,0.9061568,0.43831018,0.7047668,0.8305028,0.485055,0.603686,0.11822801,0.7091422,0.1574032,0.48633063,0.07731025,0.66807413,1
25/12/16 36,0.8174926,0.50339174,0.4328548,0.56704265,0.20836772,0.7143624,0.36111256,0.7658636,-0.026621405,0.98903215,0.9894866,-9.79E-05,-0.0433027,0.85901326,0.99712485,0.026895154,0.06092842,0.001050889,0.02281663,0.9515337,0.9995407,0.64142615,0.9999964,-0.012197515,-0.09900698,0.94177055,0.99525094,0.011315441,-0.09822069,0.7291007,0.83908546,0.4662745,0.3633221,0.39236695,0.87676996,0.5863202,0.47360423,0.20515722,0.60552776,0.1956063,0.46999404,0.12357777,0.40402606,1
24/12/16 132,0.36855838,0.63908404,-0.06595496,0.6729094,0.47340462,0.9396551,0.59930456,0.73200125,0.04204978,0.8670851,0.94890285,-0.001233324,-0.062527396,0.9441142,0.992542,-0.06456156,0.0543765,0.024496006,0.0741462,0.9927574,0.9997174,0.78495246,0.99888057,0.05004609,-0.04728866,0.76652783,0.9947188,-0.000857027,-0.023994416,0.55820256,0.9971226,0.6649034,0.30742761,0.6013509,0.7466532,0.53158164,0.48033544,0.07055639,0.6700334,0.13876851,0.34134254,0.02901676,0.62155545,1
24/12/16 133,0.47326258,0.5742742,0.23778406,0.4333141,0.26092684,0.7388953,0.47347698,0.67637,-0.030030293,0.9601402,0.96959865,0.018956605,-0.036568057,0.9486028,0.99786276,-0.043534715,0.04189236,0.06525315,-0.01267909,0.9600551,0.99850667,0.7430242,0.99968433,0.029921003,-0.057561576,0.83124554,0.99130803,0.00758268,-0.02124592,0.732678,0.982475,0.2947468,0.35874006,0.54746854,0.7891703,0.5662151,0.5020758,0.053410273,0.5861057,0.12548096,0.40801716,0.014026566,0.6025797,1
24/12/16 134,0.10234243,0.39049402,0.51455945,0.5395787,0.64663154,0.7154915,0.4855969,0.69116074,-0.003792076,0.94313943,0.9303488,0.018888652,-0.028276242,0.8999974,0.9964869,-0.036874343,0.046242774,-0.008544519,0.009639247,0.82005227,0.9731144,0.6737518,0.9981534,0.034420434,-0.017176922,0.80184376,0.98052984,0.048519865,-0.016059538,0.722782,0.99454623,0.20396356,0.27249643,0.44139853,0.7579349,0.5307706,0.4320271,0.06029011,0.52806544,0.0437447,0.43627992,-0.035122916,0.47656852,1
25/12/16 37,-0.05829353,0.407395,0.40754956,0.5589052,0.7571714,0.8508782,0.5398845,0.7126593,-0.016320402,0.92782426,0.9222341,0.009090706,-0.016656931,0.9072235,0.99636346,-0.013329647,0.048868563,0.03079763,0.024492472,0.8839488,0.984865,0.6718599,0.9967272,0.040641848,-0.03955492,0.8241706,0.9860256,-0.066956244,-0.024686763,0.62306935,0.9961386,0.3317133,0.29324913,0.45544848,0.7683175,0.5439616,0.47886026,0.043217335,0.58922714,0.10423789,0.3974943,0.006485637,0.46832213,1
24/12/16 135,0.41021615,0.8819259,0.2685795,0.58581537,0.49549967,0.89571595,0.7601351,0.8354234,0.009994463,0.99624145,0.9985153,0.013879315,-0.004422152,0.99679375,0.999971,-0.06263645,0.05077046,0.007853823,0.086799756,0.99682987,0.9999686,0.86210406,0.9999925,0.0202728,-0.027947672,0.9140075,0.99960303,-0.08171301,-0.07374321,0.706346,0.9996509,0.14645715,0.36123684,0.7497392,0.8866711,0.7643193,0.5351187,0.08218168,0.6702669,0.15692262,0.44422615,0.07801197,0.7901461,1
24/12/16 136,0.20529717,0.5572422,0.4763706,0.55112654,0.65151787,0.79860806,0.5406986,0.7479152,0.010048519,0.9800552,0.97187424,0.040095087,-0.051284455,0.96364856,0.99904144,-0.052294973,0.013842446,0.025567051,0.039482903,0.96046805,0.9985554,0.814649,0.9999376,0.040287804,-0.0492205,0.8841558,0.9947654,0.030554276,-0.018901436,0.8267916,0.99755156,0.26514965,0.30573228,0.5180232,0.8475984,0.5865995,0.56240875,0.12279164,0.65597755,0.039334722,0.5169375,-0.015767273,0.6016934,1
24/12/16 137,-0.07213306,0.5476987,0.42576143,0.69146013,0.8031655,0.89482296,0.5849022,0.69641554,0.043592703,0.9650777,0.9741508,0.020897515,6.86E-05,0.96339303,0.99944085,-0.01304155,-0.007886332,-0.03946468,0.010798736,0.9297006,0.9938481,0.72850823,0.9982701,0.021510322,-0.024225987,0.8409622,0.99469054,-0.002010792,0.009988762,0.6572971,0.99924034,0.34884351,0.2786504,0.5117026,0.79893875,0.6011996,0.49760503,0.046332788,0.63058984,0.08522607,0.45705575,0.034997597,0.50315654,1
25/12/16 38,0.42385447,0.28125438,0.39087862,0.677079,0.62615937,0.9015733,0.41069263,0.7708638,0.00666268,0.92907506,0.94014615,-0.018302623,-0.0437549,0.7565847,0.95971686,-0.027813083,0.034210574,-0.00590696,0.023446076,0.97011703,0.99855566,0.7670769,0.9997767,0.070992865,-0.09507632,0.8319266,0.9827151,-0.07436417,-0.035017956,0.75945866,0.99033135,0.62969196,0.25478077,0.44877988,0.77950513,0.5280812,0.56190544,0.14167883,0.6499462,0.11736685,0.38403073,0.07567319,0.46056193,1
24/12/16 138,0.08084726,0.47660902,0.32404456,0.6675535,0.7763118,0.9417814,0.6254296,0.82111686,0.040701285,0.9746949,0.9832436,0.07114198,-0.026662517,0.980339,0.99960303,-0.043377176,0.034158662,0.02371489,0.06164566,0.98607457,0.9995372,0.8534002,0.99984354,0.0353261,-0.0491618,0.9087954,0.9979574,-0.028476356,-0.059169527,0.7300178,0.99939495,0.4700598,0.38032922,0.5500375,0.86632687,0.58086646,0.5856614,0.0867533,0.707241,0.0923847,0.4680908,-0.002671508,0.57111526,1
24/12/16 139,0.39588296,0.5362016,0.3072746,0.50263,0.53525543,0.80622995,0.51323414,0.7889384,0.001075971,0.97766674,0.9833228,0.004305436,-0.057786427,0.971196,0.9990001,-0.005743767,-0.000489291,0.000853046,0.019293401,0.9840349,0.9995791,0.8343574,0.9999253,0.0209479,-0.05942377,0.8775596,0.99652076,-0.004314606,-0.04296043,0.82311994,0.99705005,0.3585549,0.3236632,0.5966656,0.8496573,0.59124357,0.5236592,0.13737427,0.6653319,0.17438148,0.47754088,0.041951362,0.6613322,1
24/12/16 140,0.08738179,0.7454001,0.20354785,0.66193146,0.7158984,0.8691885,0.5725161,0.7621121,-0.014355697,0.96148443,0.9789488,0.018259652,0.002137114,0.9610981,0.99645025,0.009365634,0.04067826,0.04840086,0.064890586,0.97830886,0.999312,0.78086627,0.99935377,0.057802565,-0.064343125,0.85107255,0.99406,-0.006844326,-0.02280211,0.5781069,0.99860376,0.34310603,0.36581886,0.66828316,0.7812864,0.66230047,0.5257196,0.034129404,0.621167,0.12618451,0.40474644,0.026401244,0.637505,1
25/12/16 39,0.19325083,-0.08530782,0.6398558,0.50363106,0.81357735,0.89847016,0.41279918,0.7924407,0.01163728,0.97325104,0.9465719,0.03837686,-0.038067866,0.9284851,0.9994733,0.032312218,0.015183559,0.007552018,0.035023034,0.86550826,0.99129957,0.7463071,0.99978745,0.004578164,-0.046570357,0.8919195,0.98934054,0.002677677,-0.019723281,0.8787545,0.9939929,0.42824525,0.27588433,0.39768642,0.8528308,0.41683832,0.5221891,0.1297034,0.588372,0.1336114,0.44423804,-0.03876737,0.3428367,1
24/12/16 141,0.12048211,0.38907298,0.2355178,0.48131913,0.65328616,0.83938575,0.5725568,0.7002954,0.008273434,0.9506654,0.96668255,-0.001973643,-0.0459794,0.96325153,0.99883705,0.018223004,0.039653093,0.056979436,0.057319053,0.95383793,0.9982703,0.75415957,0.99936515,0.027525736,-0.025504088,0.8607567,0.9929695,-0.0422712,-0.026117574,0.6432473,0.9933919,0.28802177,0.28801495,0.49226537,0.78579885,0.4720179,0.48974082,0.07480548,0.56462544,0.07752787,0.3296814,-0.018810106,0.55348605,1
24/12/16 142,0.20586798,0.27194732,0.48369136,0.4626341,0.5562309,0.60257345,0.29895666,0.64701027,0.003332204,0.9160796,0.9253364,0.0335151,-0.03077344,0.79339355,0.981714,0.006838935,0.017223036,0.03153479,-0.000859096,0.80351317,0.97399837,0.69391966,0.9985898,0.03186444,-0.03778825,0.8089573,0.9565951,0.010738345,-0.018998712,0.75347215,0.97661424,0.3219334,0.24038278,0.3738879,0.7517403,0.45796326,0.43338373,0.08410409,0.5466299,0.11014286,0.32362083,-0.016551333,0.4528917,1
24/12/16 143,0.19940774,0.13312727,0.6894537,0.64490527,0.885851,0.96801794,0.5869065,0.791934,-0.010553514,0.9880039,0.9849459,0.027916504,-0.024131542,0.9797974,0.99996996,-0.011149649,0.06850985,-0.06080121,0.08613975,0.8751385,0.99027747,0.7367186,0.9996616,0.022928078,-0.051014926,0.93831325,0.9976224,-0.007323627,-0.019643176,0.8645822,0.99935776,0.5786318,0.28762183,0.5123132,0.92230135,0.6021822,0.56490415,0.051889174,0.6866584,0.08005151,0.49067843,0.008972328,0.45382762,1
