L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,F_PU2,F_PU3,F_PU4,F_PU5,F_PU6,F_PU7,F_PU8,F_PU9,F_PU10,F_PU11,F_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422
0.036375683,0.72617763,0.09371121,0.7144139,0.78991616,0.97786826,0.7825189,0.7551577,0.9569911,0.028711045,0.99181587,-0.044055156,-0.005456244,0.9917514,0.74893606,0.036560565,0.8546499,-0.007237272,0.4523706,0.45291921,0.31428403,0.6350379,0.82753736,0.6301877,0.4637919,0.001981284,0.643939,0.06611747,0.41276535,0.033141024,0.6550335
0.89666486,0.23056561,0.6909211,0.4997977,0.56998897,0.7984668,0.38753822,0.7780839,0.9939665,0.054116677,0.76611847,-0.051416796,-0.036372818,0.8137545,0.43339616,-0.058602937,0.94550085,-0.005697526,0.753885,0.5105734,0.43356097,0.20018198,0.9112193,0.38235486,0.49887818,0.24106017,0.557852,0.22628295,0.5628666,0.16984248,0.18119147
0.42306906,-0.3301708,0.91793275,0.90435976,0.9882151,0.99851346,0.6836141,0.9220334,0.97980577,0.07905374,0.9258371,-0.022248393,0.038488943,0.9023909,0.8617843,0.02971144,0.9476316,-0.12186638,0.911636,0.9145385,0.30626768,0.58653235,0.97491646,0.4311964,0.5502075,0.18079284,0.7155062,0.108582854,0.5860282,0.030367449,0.19821094
0.03526577,0.18764459,0.6402513,0.58761513,0.6778328,0.65004116,0.29484558,0.65447825,0.9388961,0.03069526,0.6529351,-0.040706437,-0.015610694,0.65551335,0.66721815,0.029826356,0.7341631,0.052356023,0.77240044,0.22923595,0.23819247,0.37816367,0.7930908,0.44909704,0.4292598,0.09622159,0.5182418,0.05508123,0.39592496,0.003039074,0.342582
0.4933509,0.8517572,0.16263846,0.6278812,0.1497552,0.48467728,0.3736228,0.7119973,0.9787315,-0.04127355,0.88699067,-0.016622974,0.030589048,0.9874674,0.7672482,0.07828585,0.8601284,-0.039754562,0.6552143,0.22610873,0.38266847,0.678542,0.7754405,0.7262838,0.5541783,0.064523175,0.60474473,0.08540168,0.42143756,0.04503098,0.6943325
-0.17247334,0.3551845,0.48758808,0.714107,0.9289656,0.98949,0.6281534,0.71572036,0.94689935,0.037509672,0.96497554,-0.06629036,-0.01412046,0.93542707,0.6521529,0.021097498,0.87764055,-0.014533928,0.5665422,0.63043374,0.25481468,0.4928708,0.85697144,0.54823554,0.48480695,0.03217413,0.63234764,0.030570012,0.4305321,0.04311635,0.43209365
-0.15724629,0.37711543,0.041778915,0.76377976,0.927063,0.99595785,0.7895379,0.7793427,0.83604366,0.018229658,0.9888951,-0.03417853,-0.027758123,0.99493116,0.811605,0.01584628,0.8870578,-0.029143304,0.30513522,0.76014405,0.32924107,0.5140294,0.83340347,0.41071698,0.40160257,0.061954465,0.6418041,0.17142577,0.33745596,0.07994249,0.42999336
0.6049877,0.57700455,0.44950324,0.587036,0.599332,0.84339285,0.35305297,0.8192381,0.9907381,-0.007249769,0.972317,-0.007164724,0.027145566,0.9847341,0.85046214,0.09423859,0.936595,-0.005354683,0.8391739,0.52304226,0.36164767,0.59678435,0.9007793,0.66368324,0.57669777,0.17415366,0.67986107,0.14211933,0.45638558,0.061782278,0.6473413
0.38756096,0.6440943,0.18539388,0.5093089,0.3046483,0.77251506,0.5176701,0.6707341,0.9693773,0.024604294,0.96952343,-0.028908715,0.04076603,0.9784828,0.71745944,0.030804437,0.81424797,0.004183839,0.67906225,0.31167305,0.3634799,0.6337536,0.7896108,0.6314971,0.46518037,0.043791585,0.63776004,0.09638522,0.35230583,0.034853876,0.65765256
-0.15704158,0.46964613,0.13800822,0.7195346,0.8908425,0.9891196,0.7296495,0.7683735,0.9462957,0.014598246,0.9847116,-0.059284914,0.020910075,0.99443513,0.8192069,0.059499253,0.90631425,-0.03333424,0.5312234,0.6393598,0.32842696,0.49517065,0.8466953,0.5803148,0.6035014,-0.030117929,0.6690324,0.07500892,0.3639153,-0.045238096,0.5319683
0.57146996,0.78190786,0.3533756,0.58704257,0.407779,0.4930592,0.26006782,0.7797537,0.9888306,-0.09771502,0.7621459,-0.03332663,-0.07071517,0.97738916,0.77288175,0.08649586,0.9289509,-0.08131701,0.58908284,0.2938989,0.33576348,0.56245977,0.8040109,0.6730075,0.5238975,0.1320308,0.5565779,0.1505078,0.3723031,0.09497062,0.61898535
0.29219997,0.4336846,0.7694411,0.635975,0.7594557,0.6886988,0.38762745,0.7130582,0.9882365,0.03307426,0.8815544,-0.063888386,-0.033433262,0.8161398,0.71055907,0.07230937,0.8591233,0.007414687,0.8269186,0.20661563,0.27720416,0.45401883,0.8613115,0.5875345,0.47397792,0.17205879,0.55842453,0.08074418,0.4896973,0.001425225,0.47841778
0.13405296,-0.15146114,0.76132256,0.6911426,0.8910305,0.975823,0.52412194,0.81407386,0.9832313,0.03711357,0.95669496,-0.05951457,-0.030301824,0.8612844,0.7954728,-0.001411402,0.93388236,0.07033414,0.9008558,0.5863214,0.30435434,0.43195036,0.92349774,0.4970036,0.5983316,0.067198984,0.70120347,0.07457994,0.46253908,-0.009287762,0.3659132
0.82078004,0.63336664,0.27484113,0.5645766,0.20470095,0.7183894,0.37507313,0.77990806,0.98863405,-0.0650096,0.88550854,-0.021627221,0.015824366,0.9807073,0.71037894,0.03312305,0.952629,-0.027417013,0.6760092,0.45124614,0.4676614,0.47886187,0.85502875,0.58590746,0.49815196,0.18757577,0.6046998,0.16043425,0.5015666,0.12221471,0.4620382
0.15852104,0.6758147,0.2555805,0.427499,0.56898755,0.78490937,0.56826705,0.7163576,0.9726059,0.00440183,0.96592546,-0.004216451,0.03468449,0.9695373,0.7800395,0.04461919,0.86469656,-0.014439503,0.611836,0.17134593,0.29731196,0.58863676,0.7902236,0.55344,0.47210854,0.06973755,0.57195693,0.10357898,0.3513752,0.03806795,0.6142338
0.34144577,-0.256467,0.95603335,0.70145094,0.9309734,0.8959147,0.410487,0.88171923,0.9977171,0.012893392,0.83361703,-0.007615362,0.041331273,0.1596436,0.70893306,-0.054514278,0.93380195,-0.12689519,0.93848735,0.26837966,0.23065531,0.45907807,0.956703,0.45492032,0.3649834,0.1603328,0.5769615,0.06064305,0.5069517,0.124908365,0.05598299
-0.08102891,0.42462862,0.24404363,0.5981904,0.8846371,0.9598732,0.6286948,0.77458733,0.9469262,-0.003483636,0.9763615,0.005505844,0.05116722,0.9767403,0.7432813,0.001932092,0.8803536,-0.00166446,0.6322387,0.47429386,0.28933927,0.5406472,0.83071244,0.4999863,0.54207635,0.034022875,0.64691156,0.1485409,0.40643147,-0.024493838,0.50689816
0.18115473,0.21667515,0.54217494,0.5128498,0.57595956,0.7918106,0.43925187,0.71724254,0.9649267,0.03484452,0.9148726,-0.027367366,-0.007152704,0.88038355,0.72785294,0.011489334,0.86597127,-0.009412883,0.79987,0.2981089,0.31303504,0.38436714,0.8109493,0.5121438,0.48892006,0.07761862,0.61102444,0.11078001,0.454248,0.001550325,0.44925115
0.4301884,0.6274955,-0.06742099,0.61237234,0.28594893,0.8847439,0.48044646,0.6665181,0.9005653,-0.013812401,0.93234384,-0.036908757,-0.012007344,0.9853971,0.7564835,0.026883552,0.7957465,-0.023235645,0.53075576,0.4865018,0.32464746,0.6368286,0.6650205,0.55509275,0.42424515,0.10363534,0.60771626,0.13496077,0.23365466,0.030371329,0.65869737
0.9331247,0.19030638,0.65815157,0.5678318,0.56304854,0.8968561,0.41163483,0.83935046,0.99618745,0.055436067,0.87885344,-0.011230068,-0.005829551,0.956774,0.56291264,0.01637389,0.96826535,-0.12196036,0.75887644,0.63419676,0.44775546,0.20907517,0.92881995,0.43588963,0.57848865,0.2623942,0.6581378,0.29969728,0.5627339,0.16804323,0.21780734
0.083416305,0.2513871,0.18717794,0.87922335,0.9507952,0.9991869,0.7863313,0.83055544,0.5980641,0.033181816,0.97373694,-0.029882234,-0.017585222,0.9977981,0.87575644,0.111325726,0.8786617,-0.115554504,0.32667488,0.9270554,0.3804407,0.5047588,0.8804471,0.44283906,0.45613396,0.03246316,0.59688663,0.14344195,0.4657286,0.076145016,0.4403686
0.6897061,0.48954737,0.629655,0.3667905,0.37999627,0.75850767,0.5162422,0.745255,0.99486554,0.029968007,0.9743575,-0.013086455,0.014601801,0.9470384,0.7191975,0.03756381,0.9056161,-0.040067926,0.87064606,0.2811966,0.43365467,0.5885299,0.8993721,0.60623693,0.5425402,0.08978694,0.63916224,0.1079592,0.516197,-0.011524052,0.5262377
0.3602135,-0.07061835,0.9602664,0.7746938,0.9165154,0.80755436,0.38865867,0.87053496,0.99746025,0.06367353,0.72724086,-0.014143161,0.035312265,0.47364542,0.7786468,0.0383053,0.93447375,-0.020282824,0.95370305,0.22272243,0.2814117,0.5004328,0.96080136,0.5365786,0.4902849,0.14383858,0.58763796,0.06816352,0.56772137,-0.003543065,0.39262474
0.22476439,0.5013566,0.106094725,0.61809725,0.5436862,0.93004996,0.546144,0.6318042,0.79503036,0.02540295,0.8814959,-0.032071184,0.057657752,0.97543323,0.67863953,0.037074737,0.66709375,-0.016114717,0.5746182,0.58650964,0.25035986,0.5004309,0.65259516,0.49245626,0.48976445,0.07525895,0.5597004,0.08678524,0.35623047,0.030086162,0.52016765
0.14203553,0.50830215,0.8034313,0.77086264,0.8439648,0.7288948,0.44217968,0.7480815,0.9789189,-0.045973863,0.7241057,-0.021375118,-0.052325092,0.78529394,0.73483086,0.05792929,0.8757931,0.029816927,0.81047326,0.2962128,0.2845107,0.5767841,0.86657,0.6047496,0.47723868,0.05098564,0.5801431,0.057741277,0.5166323,0.01118789,0.52181786
0.562518,0.7365316,0.16623594,0.36410856,0.13744068,0.46889654,0.38638875,0.6648948,0.95833343,-0.020244371,0.9166451,-0.037951235,0.03911126,0.95901555,0.64074135,0.018578682,0.79916865,-0.000233831,0.5960506,0.15819357,0.32576218,0.5557194,0.76640457,0.59353733,0.4512004,0.10219681,0.45747125,0.0951107,0.343427,0.023771688,0.61702126
-0.10048116,0.5964462,0.46411827,0.629153,0.7836648,0.90239054,0.6104546,0.68329126,0.97452736,0.014436933,0.9704236,-0.008039961,0.018295629,0.93521965,0.7368729,0.031886265,0.8553459,-0.02183208,0.6832967,0.2202861,0.29116184,0.58436334,0.7687271,0.5883424,0.5023822,0.06239564,0.62705696,0.07231973,0.45770094,0.01290806,0.53196603
0.7657253,0.8266104,0.28018135,0.52405465,0.11543201,0.5341952,0.39787373,0.78710103,0.99240947,-0.012530751,0.8878074,-0.004439683,0.005041646,0.98474133,0.69769865,0.059333116,0.93785375,-0.04877279,0.6668743,0.33066022,0.42205647,0.6077719,0.86101407,0.7225877,0.5355036,0.12269519,0.5374089,0.12377204,0.454682,0.08132352,0.65602046
0.7054831,0.09528058,0.54753494,0.43684578,0.3320895,0.77322364,0.27833253,0.7101317,0.9778531,0.04005117,0.8712471,0.001441663,0.018232498,0.86524653,0.6363402,0.017666766,0.8695163,-0.061986554,0.8031422,0.39056882,0.31433427,0.2672223,0.8419035,0.39820242,0.46867144,0.18884589,0.58441556,0.17826512,0.33725628,0.048833273,0.24101014
0.26149994,0.28789532,0.40207794,0.49071693,0.44624886,0.7086753,0.37249887,0.56479156,0.8893006,0.02700832,0.78991395,-0.02952503,0.027205396,0.8637245,0.5971162,0.015741464,0.6892391,-0.035869684,0.6849798,0.31222144,0.3052919,0.38815194,0.6486498,0.44320127,0.4124604,0.03434332,0.5696448,0.061821178,0.31630114,0.007054098,0.40856606
0.015318393,0.4317258,0.40105468,0.76758647,0.8738947,0.96212196,0.55622905,0.72254556,0.8802646,-0.005933666,0.8936607,-0.006997499,-0.029130675,0.957093,0.70702994,0.02562733,0.8182775,0.007438832,0.63315165,0.7057503,0.30100873,0.4909961,0.8449818,0.5683834,0.4833513,0.011282238,0.59981865,0.04821924,0.4518319,-0.072286285,0.44972953
0.10679713,0.6521492,0.37089095,0.5742994,0.62130314,0.77740616,0.5438055,0.792475,0.9698921,0.006105646,0.96362925,-0.018025586,0.030997057,0.98153335,0.8411085,0.071115844,0.887716,0.001922692,0.70055974,0.32435492,0.32618505,0.47486976,0.81825376,0.61574334,0.543859,0.13164723,0.6181935,0.14624226,0.4583957,0.046301726,0.64239717
0.4475686,-0.16925849,0.9319197,0.78513557,0.9409451,0.9314974,0.3653645,0.85741705,0.9885771,0.01514644,0.6966482,-0.019432232,0.07278684,0.49057832,0.73146856,-0.014949951,0.8371275,-0.106501594,0.92531115,0.5556387,0.24197738,0.46940315,0.9318502,0.46974802,0.4595766,0.22644253,0.6085107,0.1078576,0.5050353,0.05810784,0.061076995
0.52670085,0.92584723,-0.10121211,0.6145632,0.28456065,0.7844942,0.4939222,0.7804144,0.9845094,-0.031431478,0.9742094,-0.016598718,0.00874792,0.996054,0.8113154,0.10662624,0.8856852,-0.01262045,0.5264406,0.24725527,0.41435412,0.7859835,0.81170034,0.7529121,0.50753665,0.121614106,0.6062507,0.1599076,0.41225317,0.075171635,0.7870794
0.35516024,0.613266,0.25487557,0.61100495,0.63280797,0.86744195,0.5809938,0.82359904,0.986725,0.008135031,0.9856178,-0.004591866,-0.001953033,0.9883126,0.84408337,0.04427836,0.90228546,-0.009627552,0.79037684,0.37210688,0.36826265,0.6564204,0.89304936,0.6347145,0.5298096,0.13312851,0.69321275,0.15399775,0.43279812,0.013332489,0.68184966
0.042169355,0.4862212,0.3901004,0.6579538,0.8394617,0.9678305,0.6878044,0.81230557,0.98275715,0.014262185,0.9905344,0.025481852,-0.039110098,0.98157173,0.8167919,0.043861784,0.9274352,-0.04430116,0.75328463,0.5330228,0.3236184,0.5225953,0.8908379,0.60535836,0.52021915,0.04254674,0.6977774,0.13173352,0.43285736,-0.015561873,0.6027498
0.066497825,0.5349714,0.13308477,0.57636976,0.79041314,0.9561649,0.6694298,0.7789338,0.94963694,-0.005247985,0.9816393,-0.03315893,0.038628954,0.9886071,0.7955292,0.023881324,0.8814251,0.004656457,0.52805775,0.47203428,0.2798316,0.55766267,0.8017027,0.48831552,0.5179287,0.05206519,0.6264261,0.07226696,0.33159813,-0.017809866,0.5724328
0.25216675,0.8353131,0.16344096,0.59121543,0.4826234,0.6927217,0.51438123,0.76776296,0.9750834,0.02996695,0.94645816,-0.006721675,0.01920577,0.98553765,0.78177065,0.03511593,0.8775269,0.013597065,0.6696098,0.23358302,0.38102943,0.69513416,0.812699,0.6812709,0.5398839,0.110289015,0.5805963,0.124033414,0.4477712,0.03517501,0.7088075
0.0888029,0.07093752,0.7226277,0.73122805,0.9753682,0.9967524,0.743231,0.88973916,0.99441755,0.06776462,0.9967243,-0.08925219,-0.027407752,0.96253645,0.8317078,0.022442747,0.978261,0.029252598,0.8939735,0.61611193,0.40307462,0.6492023,0.9632825,0.5918404,0.628518,0.08340574,0.8095752,0.07071759,0.6278765,-0.03623548,0.48751822
0.3913485,0.83148307,0.1989465,0.57720226,0.2810112,0.7333385,0.47079244,0.70966583,0.9729317,0.016817704,0.9510324,-0.032025702,0.03144711,0.98642075,0.76539284,0.022540543,0.8407518,-0.024848647,0.6599878,0.2635819,0.2970061,0.6905864,0.79311365,0.6977776,0.50667363,0.0890563,0.6424442,0.08327015,0.42907774,0.018008744,0.68398577
0.12204067,0.7269405,0.17038417,0.6330488,0.53910303,0.7663903,0.45228988,0.66732985,0.9300091,0.018864134,0.87665856,-0.019354643,0.055304065,0.9699412,0.68091494,0.008967107,0.78667384,-0.060157098,0.5058297,0.31384024,0.28337044,0.5762854,0.740233,0.6446814,0.49615595,0.09307321,0.5551346,0.074057125,0.44170797,0.029406495,0.5897001
-0.05529684,0.41018608,0.33578545,0.7564387,0.9382558,0.9943813,0.79662806,0.8368364,0.96740544,0.034376584,0.993528,-0.05697689,-0.003661825,0.99190277,0.8061035,-0.008488041,0.9310036,-0.015018527,0.657918,0.63376206,0.40942,0.58511156,0.88862056,0.52005005,0.55999964,-0.007553215,0.69727993,0.12373684,0.44202295,0.002128713,0.5684909
0.51664615,-0.44927722,0.98025584,0.73742354,0.9494758,0.9324921,0.49583483,0.8571214,0.99851286,0.04552256,0.7469731,0.004206765,0.06610448,-0.16482581,0.63546944,-0.09915562,0.87425625,-0.09015584,0.963772,0.35751763,0.24149534,0.46728593,0.9716973,0.30103967,0.38531956,0.17953812,0.51724046,0.13524404,0.56266665,0.15204681,-0.12883948
0.07295564,0.5966291,0.17650534,0.61793774,0.76205295,0.9493993,0.644055,0.758932,0.9647454,0.01175242,0.98217565,-0.049995236,0.042830326,0.98640555,0.80271626,0.024556408,0.874001,-0.057226237,0.5877323,0.40872866,0.29692364,0.48314252,0.8016707,0.5144307,0.5534266,0.07519995,0.6431999,0.13681918,0.32036775,0.025715971,0.5781406
0.4333702,0.84039193,0.20143086,0.47401533,0.70581967,0.93634415,0.78282845,0.8507524,0.9963957,0.014433349,0.9979256,-0.00839888,0.041977987,0.99728584,0.8785331,0.052135006,0.9141504,-0.023300124,0.7334466,0.13016078,0.3856326,0.72249585,0.8756094,0.6198992,0.5808117,0.14943407,0.64808637,0.16210884,0.36667418,0.0745911,0.7639293
0.28048462,0.37359408,0.3804043,0.5575433,0.56426615,0.82687116,0.4645566,0.67308944,0.89816844,0.061060615,0.869562,-0.06388633,0.031571157,0.90270424,0.692903,0.023816414,0.7634942,-0.009128944,0.7286574,0.36110038,0.30503955,0.44536203,0.74586433,0.5005683,0.4533417,0.11959001,0.6397614,0.10213866,0.45964175,0.014257067,0.39425743
0.42171088,-0.15985434,0.5387543,0.3946968,0.5158129,0.81409866,0.3592247,0.6427062,0.92661417,0.019502714,0.86674726,-0.03796913,0.021789229,0.73445445,0.56565005,-0.007181824,0.8101355,0.006420848,0.7727916,0.3801566,0.299758,0.28624183,0.7751617,0.3035848,0.38352183,0.09206275,0.5796694,0.1119248,0.36091515,0.04468946,0.22926316
0.33888206,0.60407263,-0.21165153,0.8795772,0.86604536,0.99862444,0.8095377,0.8484147,0.78369576,0.010726448,0.9825429,-0.066445045,0.061180256,0.99949217,0.8723268,0.0982794,0.8675988,-0.099338695,0.510093,0.9061568,0.43831018,0.7047668,0.8305028,0.485055,0.603686,0.11822801,0.7091422,0.1574032,0.48633063,0.07731025,0.66807413
0.8174926,0.50339174,0.4328548,0.56704265,0.20836772,0.7143624,0.36111256,0.7658636,0.98903215,-0.0000979,0.85901326,0.026895154,0.001050889,0.9515337,0.64142615,-0.012197515,0.94177055,0.011315441,0.7291007,0.4662745,0.3633221,0.39236695,0.87676996,0.5863202,0.47360423,0.20515722,0.60552776,0.1956063,0.46999404,0.12357777,0.40402606
0.36855838,0.63908404,-0.06595496,0.6729094,0.47340462,0.9396551,0.59930456,0.73200125,0.8670851,-0.001233324,0.9441142,-0.06456156,0.024496006,0.9927574,0.78495246,0.05004609,0.76652783,-0.000857027,0.55820256,0.6649034,0.30742761,0.6013509,0.7466532,0.53158164,0.48033544,0.07055639,0.6700334,0.13876851,0.34134254,0.02901676,0.62155545
0.47326258,0.5742742,0.23778406,0.4333141,0.26092684,0.7388953,0.47347698,0.67637,0.9601402,0.018956605,0.9486028,-0.043534715,0.06525315,0.9600551,0.7430242,0.029921003,0.83124554,0.00758268,0.732678,0.2947468,0.35874006,0.54746854,0.7891703,0.5662151,0.5020758,0.053410273,0.5861057,0.12548096,0.40801716,0.014026566,0.6025797
0.10234243,0.39049402,0.51455945,0.5395787,0.64663154,0.7154915,0.4855969,0.69116074,0.94313943,0.018888652,0.8999974,-0.036874343,-0.008544519,0.82005227,0.6737518,0.034420434,0.80184376,0.048519865,0.722782,0.20396356,0.27249643,0.44139853,0.7579349,0.5307706,0.4320271,0.06029011,0.52806544,0.0437447,0.43627992,-0.035122916,0.47656852
-0.05829353,0.407395,0.40754956,0.5589052,0.7571714,0.8508782,0.5398845,0.7126593,0.92782426,0.009090706,0.9072235,-0.013329647,0.03079763,0.8839488,0.6718599,0.040641848,0.8241706,-0.066956244,0.62306935,0.3317133,0.29324913,0.45544848,0.7683175,0.5439616,0.47886026,0.043217335,0.58922714,0.10423789,0.3974943,0.006485637,0.46832213
0.41021615,0.8819259,0.2685795,0.58581537,0.49549967,0.89571595,0.7601351,0.8354234,0.99624145,0.013879315,0.99679375,-0.06263645,0.007853823,0.99682987,0.86210406,0.0202728,0.9140075,-0.08171301,0.706346,0.14645715,0.36123684,0.7497392,0.8866711,0.7643193,0.5351187,0.08218168,0.6702669,0.15692262,0.44422615,0.07801197,0.7901461
0.20529717,0.5572422,0.4763706,0.55112654,0.65151787,0.79860806,0.5406986,0.7479152,0.9800552,0.040095087,0.96364856,-0.052294973,0.025567051,0.96046805,0.814649,0.040287804,0.8841558,0.030554276,0.8267916,0.26514965,0.30573228,0.5180232,0.8475984,0.5865995,0.56240875,0.12279164,0.65597755,0.039334722,0.5169375,-0.015767273,0.6016934
-0.07213306,0.5476987,0.42576143,0.69146013,0.8031655,0.89482296,0.5849022,0.69641554,0.9650777,0.020897515,0.96339303,-0.01304155,-0.03946468,0.9297006,0.72850823,0.021510322,0.8409622,-0.002010792,0.6572971,0.34884351,0.2786504,0.5117026,0.79893875,0.6011996,0.49760503,0.046332788,0.63058984,0.08522607,0.45705575,0.034997597,0.50315654
0.42385447,0.28125438,0.39087862,0.677079,0.62615937,0.9015733,0.41069263,0.7708638,0.92907506,-0.018302623,0.7565847,-0.027813083,-0.00590696,0.97011703,0.7670769,0.070992865,0.8319266,-0.07436417,0.75945866,0.62969196,0.25478077,0.44877988,0.77950513,0.5280812,0.56190544,0.14167883,0.6499462,0.11736685,0.38403073,0.07567319,0.46056193
0.08084726,0.47660902,0.32404456,0.6675535,0.7763118,0.9417814,0.6254296,0.82111686,0.9746949,0.07114198,0.980339,-0.043377176,0.02371489,0.98607457,0.8534002,0.0353261,0.9087954,-0.028476356,0.7300178,0.4700598,0.38032922,0.5500375,0.86632687,0.58086646,0.5856614,0.0867533,0.707241,0.0923847,0.4680908,-0.002671508,0.57111526
0.39588296,0.5362016,0.3072746,0.50263,0.53525543,0.80622995,0.51323414,0.7889384,0.97766674,0.004305436,0.971196,-0.005743767,0.000853046,0.9840349,0.8343574,0.0209479,0.8775596,-0.004314606,0.82311994,0.3585549,0.3236632,0.5966656,0.8496573,0.59124357,0.5236592,0.13737427,0.6653319,0.17438148,0.47754088,0.041951362,0.6613322
0.08738179,0.7454001,0.20354785,0.66193146,0.7158984,0.8691885,0.5725161,0.7621121,0.96148443,0.018259652,0.9610981,0.009365634,0.04840086,0.97830886,0.78086627,0.057802565,0.85107255,-0.006844326,0.5781069,0.34310603,0.36581886,0.66828316,0.7812864,0.66230047,0.5257196,0.034129404,0.621167,0.12618451,0.40474644,0.026401244,0.637505
0.19325083,-0.08530782,0.6398558,0.50363106,0.81357735,0.89847016,0.41279918,0.7924407,0.97325104,0.03837686,0.9284851,0.032312218,0.007552018,0.86550826,0.7463071,0.004578164,0.8919195,0.002677677,0.8787545,0.42824525,0.27588433,0.39768642,0.8528308,0.41683832,0.5221891,0.1297034,0.588372,0.1336114,0.44423804,-0.03876737,0.3428367
0.12048211,0.38907298,0.2355178,0.48131913,0.65328616,0.83938575,0.5725568,0.7002954,0.9506654,-0.001973643,0.96325153,0.018223004,0.056979436,0.95383793,0.75415957,0.027525736,0.8607567,-0.0422712,0.6432473,0.28802177,0.28801495,0.49226537,0.78579885,0.4720179,0.48974082,0.07480548,0.56462544,0.07752787,0.3296814,-0.018810106,0.55348605
0.20586798,0.27194732,0.48369136,0.4626341,0.5562309,0.60257345,0.29895666,0.64701027,0.9160796,0.0335151,0.79339355,0.006838935,0.03153479,0.80351317,0.69391966,0.03186444,0.8089573,0.010738345,0.75347215,0.3219334,0.24038278,0.3738879,0.7517403,0.45796326,0.43338373,0.08410409,0.5466299,0.11014286,0.32362083,-0.016551333,0.4528917
0.19940774,0.13312727,0.6894537,0.64490527,0.885851,0.96801794,0.5869065,0.791934,0.9880039,0.027916504,0.9797974,-0.011149649,-0.06080121,0.8751385,0.7367186,0.022928078,0.93831325,-0.007323627,0.8645822,0.5786318,0.28762183,0.5123132,0.92230135,0.6021822,0.56490415,0.051889174,0.6866584,0.08005151,0.49067843,0.008972328,0.45382762
0.21459752,0.3730991,0.6273218,0.6461852,0.6730952,0.75236005,0.38148072,0.7151966,0.968236,0.014960731,0.8206813,-0.03243815,-0.008656375,0.826837,0.7378263,0.011058105,0.85985047,-0.028781567,0.821182,0.3007274,0.25934932,0.44264787,0.8389657,0.55908626,0.4856305,0.08528713,0.60337466,0.08766565,0.44535497,-0.027986111,0.43166083
0.17846437,0.69775563,0.057805218,0.547188,0.64959353,0.8663867,0.5030178,0.6820048,0.9414455,-0.000584519,0.9670196,-0.001318552,0.061045647,0.97944397,0.73840874,0.066836216,0.8302357,-0.028774751,0.5570653,0.36951593,0.29648226,0.5637409,0.7534441,0.57699454,0.48546138,0.11255757,0.57155424,0.09748831,0.2796183,0.01026556,0.60750824
0.11551732,0.48607546,0.29805943,0.58924234,0.60397583,0.7927681,0.3515166,0.7210069,0.94172454,-0.007893887,0.85631424,-0.009100424,0.001596375,0.96233296,0.7840459,0.048591975,0.87522364,-0.040822525,0.6657712,0.4282055,0.27417108,0.38180253,0.7786501,0.5531428,0.4992828,0.09062343,0.59467924,0.08073497,0.3714678,0.03820246,0.54381645
0.48104435,0.85315853,0.076435834,0.45977494,0.0673394,0.62929434,0.48451722,0.7159528,0.9778739,0.044197705,0.96185344,-0.043345932,0.012597191,0.9891284,0.7310501,-0.01825613,0.8115602,0.03875663,0.63745385,0.1757461,0.32228842,0.7016539,0.7770772,0.7179617,0.48464322,0.12562022,0.5544539,0.06698227,0.3898557,0.044451203,0.70629495
0.24968618,0.106919825,0.57334995,0.3703924,0.75702935,0.91553116,0.50544137,0.7908028,0.9851737,0.0272602,0.9794992,0.003424515,-0.010096802,0.94199693,0.782967,0.04813561,0.90719086,-0.008227544,0.83523256,0.26403385,0.28043658,0.4350608,0.839445,0.4770714,0.51558465,0.048950974,0.57343197,0.17502011,0.32263845,0.005088081,0.4531664
0.44732216,0.84154004,0.20901778,0.4903182,0.1787303,0.26255524,0.32311812,0.68127143,0.97866297,-0.012840283,0.89575046,-0.04419243,0.007452826,0.97501034,0.703769,0.09378532,0.8118759,0.000745652,0.56516045,0.088362575,0.262641,0.61596006,0.7370853,0.6785155,0.47109804,0.08794449,0.47260684,0.09371915,0.36386457,0.062612556,0.6448469
0.51656884,-0.13747813,0.5397408,0.5499667,0.74436015,0.92549473,0.4269155,0.76353306,0.9511206,-0.025339318,0.91309136,0.010840694,0.012304726,0.8218412,0.73621845,0.00148346,0.91645026,-0.043266587,0.82058126,0.57226586,0.360446,0.38490212,0.85383576,0.3813196,0.46982837,0.13211367,0.67429256,0.17361984,0.43128797,0.028382143,0.3405014
0.39698946,0.48546582,0.28787798,0.49640036,0.2986533,0.78230196,0.4935198,0.6896794,0.94085836,0.010339013,0.9319938,-0.034936257,0.02670444,0.96626306,0.7533732,0.01595232,0.81150377,0.001976418,0.7617046,0.3979675,0.38682616,0.5500107,0.7549059,0.5443011,0.4726329,0.071435496,0.65221924,0.07177341,0.41772187,-0.011115652,0.5915904
0.10474618,0.5675633,0.31662193,0.59275186,0.7290266,0.8551613,0.52977943,0.7538265,0.9726872,0.024262082,0.9709215,0.012467362,0.02884331,0.96085066,0.7906176,0.049567312,0.879888,0.023135696,0.70745283,0.31791022,0.30129334,0.5224506,0.8265667,0.57090104,0.53933305,0.07886628,0.59608126,0.09625411,0.41560283,-0.028414719,0.58102036
