DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
18/01/14 00,0.0888029,0.07093752,0.7226277,0.73122805,0.9753682,0.9967524,0.743231,0.88973916,0.010906684,0.99441755,0.9961845,0.06776462,-0.09976141,0.9967243,0.99999946,-0.08925219,0.14472622,-0.027407752,0.13519044,0.96253645,0.99814516,0.8317078,0.99965763,0.022442747,-0.057777192,0.978261,0.9998111,0.029252598,-0.039429083,0.8939735,0.9999756,0.61611193,0.40307462,0.6492023,0.9632825,0.5918404,0.628518,0.08340574,0.8095752,0.07071759,0.6278765,-0.03623548,0.48751822,1
18/01/14 01,0.3913485,0.83148307,0.1989465,0.57720226,0.2810112,0.7333385,0.47079244,0.70966583,-0.005786281,0.9729317,0.9801003,0.016817704,-0.005714503,0.9510324,0.99483293,-0.032025702,0.03436294,0.03144711,0.11899743,0.98642075,0.99949354,0.76539284,0.9998659,0.022540543,-0.050354,0.8407518,0.9952542,-0.024848647,0.031447187,0.6599878,0.9968135,0.2635819,0.2970061,0.6905864,0.79311365,0.6977776,0.50667363,0.0890563,0.6424442,0.08327015,0.42907774,0.018008744,0.68398577,1
18/01/14 02,0.12204067,0.7269405,0.17038417,0.6330488,0.53910303,0.7663903,0.45228988,0.66732985,0.000936737,0.9300091,0.9509041,0.018864134,-0.01363611,0.87665856,0.97142094,-0.019354643,-0.009282825,0.055304065,0.051281977,0.9699412,0.99815786,0.68091494,0.9983929,0.008967107,-0.050570063,0.78667384,0.9842401,-0.060157098,0.02250603,0.5058297,0.9947837,0.31384024,0.28337044,0.5762854,0.740233,0.6446814,0.49615595,0.09307321,0.5551346,0.074057125,0.44170797,0.029406495,0.5897001,1
18/01/14 03,-0.05529684,0.41018608,0.33578545,0.7564387,0.9382558,0.9943813,0.79662806,0.8368364,0.04862233,0.96740544,0.98950547,0.034376584,-0.042503554,0.993528,0.9999882,-0.05697689,0.11806073,-0.003661825,0.1032641,0.99190277,0.99949586,0.8061035,0.99730676,-0.008488041,-0.034246594,0.9310036,0.9996413,-0.015018527,-0.073857464,0.657918,0.99994725,0.63376206,0.40942,0.58511156,0.88862056,0.52005005,0.55999964,-0.007553215,0.69727993,0.12373684,0.44202295,0.002128713,0.5684909,1
18/01/14 04,0.51664615,-0.44927722,0.98025584,0.73742354,0.9494758,0.9324921,0.49583483,0.8571214,0.08762202,0.99851286,0.978174,0.04552256,-0.08645146,0.7469731,0.9998271,0.004206765,0.103052564,0.06610448,0.33430424,-0.16482581,0.7456227,0.63546944,0.99999756,-0.09915562,-0.07729966,0.87425625,0.96901464,-0.09015584,-0.07008223,0.963772,0.9993973,0.35751763,0.24149534,0.46728593,0.9716973,0.30103967,0.38531956,0.17953812,0.51724046,0.13524404,0.56266665,0.15204681,-0.12883948,1
18/01/14 05,0.07295564,0.5966291,0.17650534,0.61793774,0.76205295,0.9493993,0.644055,0.758932,0.0228656,0.9647454,0.98631954,0.01175242,-0.022260865,0.98217565,0.9995626,-0.049995236,0.022593781,0.042830326,0.06307495,0.98640555,0.99948716,0.80271626,0.9993108,0.024556408,-0.037744924,0.874001,0.99795306,-0.057226237,-0.008617828,0.5877323,0.99904555,0.40872866,0.29692364,0.48314252,0.8016707,0.5144307,0.5534266,0.07519995,0.6431999,0.13681918,0.32036775,0.025715971,0.5781406,1
18/01/14 06,0.4333702,0.84039193,0.20143086,0.47401533,0.70581967,0.93634415,0.78282845,0.8507524,0.038917404,0.9963957,0.99893576,0.014433349,-0.07237055,0.9979256,0.99998474,-0.00839888,0.06068768,0.041977987,0.10782473,0.99728584,0.99998575,0.8785331,0.9999925,0.052135006,-0.034159567,0.9141504,0.999737,-0.023300124,-0.06774755,0.7334466,0.9997152,0.13016078,0.3856326,0.72249585,0.8756094,0.6198992,0.5808117,0.14943407,0.64808637,0.16210884,0.36667418,0.0745911,0.7639293,1
18/01/14 07,0.28048462,0.37359408,0.3804043,0.5575433,0.56426615,0.82687116,0.4645566,0.67308944,-0.0318586,0.89816844,0.9014658,0.061060615,0.020025985,0.869562,0.99106437,-0.06388633,0.023578038,0.031571157,0.06253904,0.90270424,0.9885274,0.692903,0.998031,0.023816414,-0.06554593,0.7634942,0.9796582,-0.009128944,0.01943874,0.7286574,0.98888713,0.36110038,0.30503955,0.44536203,0.74586433,0.5005683,0.4533417,0.11959001,0.6397614,0.10213866,0.45964175,0.014257067,0.39425743,1
18/01/14 08,0.42171088,-0.15985434,0.5387543,0.3946968,0.5158129,0.81409866,0.3592247,0.6427062,0.000647766,0.92661417,0.90630424,0.019502714,-0.015981885,0.86674726,0.9975939,-0.03796913,0.04246817,0.021789229,0.016012594,0.73445445,0.974301,0.56565005,0.99889505,-0.007181824,-0.03972815,0.8101355,0.9663294,0.006420848,-0.009449803,0.7727916,0.92929024,0.3801566,0.299758,0.28624183,0.7751617,0.3035848,0.38352183,0.09206275,0.5796694,0.1119248,0.36091515,0.04468946,0.22926316,1
18/01/14 09,0.33888206,0.60407263,-0.21165153,0.8795772,0.86604536,0.99862444,0.8095377,0.8484147,-0.005809331,0.78369576,0.9772822,0.010726448,-0.072204866,0.9825429,0.9993165,-0.066445045,0.039284706,0.061180256,0.17015763,0.99949217,0.9999875,0.8723268,0.9968022,0.0982794,-0.053867504,0.8675988,0.9996345,-0.099338695,0.050952863,0.510093,0.99996704,0.9061568,0.43831018,0.7047668,0.8305028,0.485055,0.603686,0.11822801,0.7091422,0.1574032,0.48633063,0.07731025,0.66807413,1
18/01/14 10,0.8174926,0.50339174,0.4328548,0.56704265,0.20836772,0.7143624,0.36111256,0.7658636,-0.026621405,0.98903215,0.9894866,-9.79E-05,-0.0433027,0.85901326,0.99712485,0.026895154,0.06092842,0.001050889,0.02281663,0.9515337,0.9995407,0.64142615,0.9999964,-0.012197515,-0.09900698,0.94177055,0.99525094,0.011315441,-0.09822069,0.7291007,0.83908546,0.4662745,0.3633221,0.39236695,0.87676996,0.5863202,0.47360423,0.20515722,0.60552776,0.1956063,0.46999404,0.12357777,0.40402606,1
18/01/14 11,0.36855838,0.63908404,-0.06595496,0.6729094,0.47340462,0.9396551,0.59930456,0.73200125,0.04204978,0.8670851,0.94890285,-0.001233324,-0.062527396,0.9441142,0.992542,-0.06456156,0.0543765,0.024496006,0.0741462,0.9927574,0.9997174,0.78495246,0.99888057,0.05004609,-0.04728866,0.76652783,0.9947188,-0.000857027,-0.023994416,0.55820256,0.9971226,0.6649034,0.30742761,0.6013509,0.7466532,0.53158164,0.48033544,0.07055639,0.6700334,0.13876851,0.34134254,0.02901676,0.62155545,1
18/01/14 12,0.47326258,0.5742742,0.23778406,0.4333141,0.26092684,0.7388953,0.47347698,0.67637,-0.030030293,0.9601402,0.96959865,0.018956605,-0.036568057,0.9486028,0.99786276,-0.043534715,0.04189236,0.06525315,-0.01267909,0.9600551,0.99850667,0.7430242,0.99968433,0.029921003,-0.057561576,0.83124554,0.99130803,0.00758268,-0.02124592,0.732678,0.982475,0.2947468,0.35874006,0.54746854,0.7891703,0.5662151,0.5020758,0.053410273,0.5861057,0.12548096,0.40801716,0.014026566,0.6025797,1
18/01/14 13,0.10234243,0.39049402,0.51455945,0.5395787,0.64663154,0.7154915,0.4855969,0.69116074,-0.003792076,0.94313943,0.9303488,0.018888652,-0.028276242,0.8999974,0.9964869,-0.036874343,0.046242774,-0.008544519,0.009639247,0.82005227,0.9731144,0.6737518,0.9981534,0.034420434,-0.017176922,0.80184376,0.98052984,0.048519865,-0.016059538,0.722782,0.99454623,0.20396356,0.27249643,0.44139853,0.7579349,0.5307706,0.4320271,0.06029011,0.52806544,0.0437447,0.43627992,-0.035122916,0.47656852,1
18/01/14 14,-0.05829353,0.407395,0.40754956,0.5589052,0.7571714,0.8508782,0.5398845,0.7126593,-0.016320402,0.92782426,0.9222341,0.009090706,-0.016656931,0.9072235,0.99636346,-0.013329647,0.048868563,0.03079763,0.024492472,0.8839488,0.984865,0.6718599,0.9967272,0.040641848,-0.03955492,0.8241706,0.9860256,-0.066956244,-0.024686763,0.62306935,0.9961386,0.3317133,0.29324913,0.45544848,0.7683175,0.5439616,0.47886026,0.043217335,0.58922714,0.10423789,0.3974943,0.006485637,0.46832213,1
18/01/14 15,0.41021615,0.8819259,0.2685795,0.58581537,0.49549967,0.89571595,0.7601351,0.8354234,0.009994463,0.99624145,0.9985153,0.013879315,-0.004422152,0.99679375,0.999971,-0.06263645,0.05077046,0.007853823,0.086799756,0.99682987,0.9999686,0.86210406,0.9999925,0.0202728,-0.027947672,0.9140075,0.99960303,-0.08171301,-0.07374321,0.706346,0.9996509,0.14645715,0.36123684,0.7497392,0.8866711,0.7643193,0.5351187,0.08218168,0.6702669,0.15692262,0.44422615,0.07801197,0.7901461,1
18/01/14 16,0.20529717,0.5572422,0.4763706,0.55112654,0.65151787,0.79860806,0.5406986,0.7479152,0.010048519,0.9800552,0.97187424,0.040095087,-0.051284455,0.96364856,0.99904144,-0.052294973,0.013842446,0.025567051,0.039482903,0.96046805,0.9985554,0.814649,0.9999376,0.040287804,-0.0492205,0.8841558,0.9947654,0.030554276,-0.018901436,0.8267916,0.99755156,0.26514965,0.30573228,0.5180232,0.8475984,0.5865995,0.56240875,0.12279164,0.65597755,0.039334722,0.5169375,-0.015767273,0.6016934,1
18/01/14 17,-0.07213306,0.5476987,0.42576143,0.69146013,0.8031655,0.89482296,0.5849022,0.69641554,0.043592703,0.9650777,0.9741508,0.020897515,6.86E-05,0.96339303,0.99944085,-0.01304155,-0.007886332,-0.03946468,0.010798736,0.9297006,0.9938481,0.72850823,0.9982701,0.021510322,-0.024225987,0.8409622,0.99469054,-0.002010792,0.009988762,0.6572971,0.99924034,0.34884351,0.2786504,0.5117026,0.79893875,0.6011996,0.49760503,0.046332788,0.63058984,0.08522607,0.45705575,0.034997597,0.50315654,1
18/01/14 18,0.42385447,0.28125438,0.39087862,0.677079,0.62615937,0.9015733,0.41069263,0.7708638,0.00666268,0.92907506,0.94014615,-0.018302623,-0.0437549,0.7565847,0.95971686,-0.027813083,0.034210574,-0.00590696,0.023446076,0.97011703,0.99855566,0.7670769,0.9997767,0.070992865,-0.09507632,0.8319266,0.9827151,-0.07436417,-0.035017956,0.75945866,0.99033135,0.62969196,0.25478077,0.44877988,0.77950513,0.5280812,0.56190544,0.14167883,0.6499462,0.11736685,0.38403073,0.07567319,0.46056193,1
18/01/14 19,0.08084726,0.47660902,0.32404456,0.6675535,0.7763118,0.9417814,0.6254296,0.82111686,0.040701285,0.9746949,0.9832436,0.07114198,-0.026662517,0.980339,0.99960303,-0.043377176,0.034158662,0.02371489,0.06164566,0.98607457,0.9995372,0.8534002,0.99984354,0.0353261,-0.0491618,0.9087954,0.9979574,-0.028476356,-0.059169527,0.7300178,0.99939495,0.4700598,0.38032922,0.5500375,0.86632687,0.58086646,0.5856614,0.0867533,0.707241,0.0923847,0.4680908,-0.002671508,0.57111526,1
18/01/14 20,0.39588296,0.5362016,0.3072746,0.50263,0.53525543,0.80622995,0.51323414,0.7889384,0.001075971,0.97766674,0.9833228,0.004305436,-0.057786427,0.971196,0.9990001,-0.005743767,-0.000489291,0.000853046,0.019293401,0.9840349,0.9995791,0.8343574,0.9999253,0.0209479,-0.05942377,0.8775596,0.99652076,-0.004314606,-0.04296043,0.82311994,0.99705005,0.3585549,0.3236632,0.5966656,0.8496573,0.59124357,0.5236592,0.13737427,0.6653319,0.17438148,0.47754088,0.041951362,0.6613322,1
18/01/14 21,0.08738179,0.7454001,0.20354785,0.66193146,0.7158984,0.8691885,0.5725161,0.7621121,-0.014355697,0.96148443,0.9789488,0.018259652,0.002137114,0.9610981,0.99645025,0.009365634,0.04067826,0.04840086,0.064890586,0.97830886,0.999312,0.78086627,0.99935377,0.057802565,-0.064343125,0.85107255,0.99406,-0.006844326,-0.02280211,0.5781069,0.99860376,0.34310603,0.36581886,0.66828316,0.7812864,0.66230047,0.5257196,0.034129404,0.621167,0.12618451,0.40474644,0.026401244,0.637505,1
18/01/14 22,0.19325083,-0.08530782,0.6398558,0.50363106,0.81357735,0.89847016,0.41279918,0.7924407,0.01163728,0.97325104,0.9465719,0.03837686,-0.038067866,0.9284851,0.9994733,0.032312218,0.015183559,0.007552018,0.035023034,0.86550826,0.99129957,0.7463071,0.99978745,0.004578164,-0.046570357,0.8919195,0.98934054,0.002677677,-0.019723281,0.8787545,0.9939929,0.42824525,0.27588433,0.39768642,0.8528308,0.41683832,0.5221891,0.1297034,0.588372,0.1336114,0.44423804,-0.03876737,0.3428367,1
18/01/14 23,0.12048211,0.38907298,0.2355178,0.48131913,0.65328616,0.83938575,0.5725568,0.7002954,0.008273434,0.9506654,0.96668255,-0.001973643,-0.0459794,0.96325153,0.99883705,0.018223004,0.039653093,0.056979436,0.057319053,0.95383793,0.9982703,0.75415957,0.99936515,0.027525736,-0.025504088,0.8607567,0.9929695,-0.0422712,-0.026117574,0.6432473,0.9933919,0.28802177,0.28801495,0.49226537,0.78579885,0.4720179,0.48974082,0.07480548,0.56462544,0.07752787,0.3296814,-0.018810106,0.55348605,1
19/01/14 00,0.20586798,0.27194732,0.48369136,0.4626341,0.5562309,0.60257345,0.29895666,0.64701027,0.003332204,0.9160796,0.9253364,0.0335151,-0.03077344,0.79339355,0.981714,0.006838935,0.017223036,0.03153479,-0.000859096,0.80351317,0.97399837,0.69391966,0.9985898,0.03186444,-0.03778825,0.8089573,0.9565951,0.010738345,-0.018998712,0.75347215,0.97661424,0.3219334,0.24038278,0.3738879,0.7517403,0.45796326,0.43338373,0.08410409,0.5466299,0.11014286,0.32362083,-0.016551333,0.4528917,1
19/01/14 01,0.19940774,0.13312727,0.6894537,0.64490527,0.885851,0.96801794,0.5869065,0.791934,-0.010553514,0.9880039,0.9849459,0.027916504,-0.024131542,0.9797974,0.99996996,-0.011149649,0.06850985,-0.06080121,0.08613975,0.8751385,0.99027747,0.7367186,0.9996616,0.022928078,-0.051014926,0.93831325,0.9976224,-0.007323627,-0.019643176,0.8645822,0.99935776,0.5786318,0.28762183,0.5123132,0.92230135,0.6021822,0.56490415,0.051889174,0.6866584,0.08005151,0.49067843,0.008972328,0.45382762,1
19/01/14 02,0.21459752,0.3730991,0.6273218,0.6461852,0.6730952,0.75236005,0.38148072,0.7151966,0.038218364,0.968236,0.93997926,0.014960731,-0.04700611,0.8206813,0.99248296,-0.03243815,0.038114112,-0.008656375,-0.024159791,0.826837,0.9822948,0.7378263,0.99972636,0.011058105,-0.05895564,0.85985047,0.9831817,-0.028781567,-0.037000485,0.821182,0.9930652,0.3007274,0.25934932,0.44264787,0.8389657,0.55908626,0.4856305,0.08528713,0.60337466,0.08766565,0.44535497,-0.027986111,0.43166083,1
19/01/14 03,0.17846437,0.69775563,0.057805218,0.547188,0.64959353,0.8663867,0.5030178,0.6820048,0.029460842,0.9414455,0.9749368,-0.000584519,-0.005975056,0.9670196,0.9975763,-0.001318552,0.035208955,0.061045647,0.07792412,0.97944397,0.99882925,0.73840874,0.998213,0.066836216,-0.0713021,0.8302357,0.99481726,-0.028774751,-0.021114318,0.5570653,0.9970818,0.36951593,0.29648226,0.5637409,0.7534441,0.57699454,0.48546138,0.11255757,0.57155424,0.09748831,0.2796183,0.01026556,0.60750824,1
19/01/14 04,0.11551732,0.48607546,0.29805943,0.58924234,0.60397583,0.7927681,0.3515166,0.7210069,0.023944804,0.94172454,0.9458976,-0.007893887,0.005791588,0.85631424,0.98192203,-0.009100424,0.008679316,0.001596375,0.00125207,0.96233296,0.99757093,0.7840459,0.99962133,0.048591975,-0.05378692,0.87522364,0.98765457,-0.040822525,-0.046582885,0.6657712,0.9937602,0.4282055,0.27417108,0.38180253,0.7786501,0.5531428,0.4992828,0.09062343,0.59467924,0.08073497,0.3714678,0.03820246,0.54381645,1
19/01/14 05,0.48104435,0.85315853,0.076435834,0.45977494,0.0673394,0.62929434,0.48451722,0.7159528,-0.002972029,0.9778739,0.98891723,0.044197705,-0.040913496,0.96185344,0.996657,-0.043345932,0.06594483,0.012597191,0.06657906,0.9891284,0.9997799,0.7310501,0.9999541,-0.01825613,-0.023927972,0.8115602,0.99613434,0.03875663,0.003928587,0.63745385,0.9950805,0.1757461,0.32228842,0.7016539,0.7770772,0.7179617,0.48464322,0.12562022,0.5544539,0.06698227,0.3898557,0.044451203,0.70629495,1
19/01/14 06,0.24968618,0.106919825,0.57334995,0.3703924,0.75702935,0.91553116,0.50544137,0.7908028,-0.011911389,0.9851737,0.98435193,0.0272602,-0.023815477,0.9794992,0.99987966,0.003424515,0.06690302,-0.010096802,0.014982844,0.94199693,0.99764913,0.782967,0.9999064,0.04813561,-0.033617176,0.90719086,0.99630994,-0.008227544,-0.05276612,0.83523256,0.99675155,0.26403385,0.28043658,0.4350608,0.839445,0.4770714,0.51558465,0.048950974,0.57343197,0.17502011,0.32263845,0.005088081,0.4531664,1
19/01/14 07,0.44732216,0.84154004,0.20901778,0.4903182,0.1787303,0.26255524,0.32311812,0.68127143,0.044393227,0.97866297,0.98309493,-0.012840283,-0.03577322,0.89575046,0.9635636,-0.04419243,0.002096817,0.007452826,0.06744637,0.97501034,0.99928564,0.703769,0.99993724,0.09378532,-0.041571554,0.8118759,0.98539376,0.000745652,-0.044624012,0.56516045,0.983125,0.088362575,0.262641,0.61596006,0.7370853,0.6785155,0.47109804,0.08794449,0.47260684,0.09371915,0.36386457,0.062612556,0.6448469,1
19/01/14 08,0.51656884,-0.13747813,0.5397408,0.5499667,0.74436015,0.92549473,0.4269155,0.76353306,0.044645745,0.9511206,0.96154857,-0.025339318,-0.002859242,0.91309136,0.9991769,0.010840694,0.07564536,0.012304726,0.037878852,0.8218412,0.9911222,0.73621845,0.99937105,0.00148346,-0.061094373,0.91645026,0.98985595,-0.043266587,-0.037103362,0.82058126,0.9815133,0.57226586,0.360446,0.38490212,0.85383576,0.3813196,0.46982837,0.13211367,0.67429256,0.17361984,0.43128797,0.028382143,0.3405014,1
19/01/14 09,0.39698946,0.48546582,0.28787798,0.49640036,0.2986533,0.78230196,0.4935198,0.6896794,0.01848276,0.94085836,0.9491239,0.010339013,-0.040799983,0.9319938,0.99658966,-0.034936257,0.049967926,0.02670444,0.092429176,0.96626306,0.9982621,0.7533732,0.9996069,0.01595232,-0.07297509,0.81150377,0.9909458,0.001976418,-0.001446198,0.7617046,0.991678,0.3979675,0.38682616,0.5500107,0.7549059,0.5443011,0.4726329,0.071435496,0.65221924,0.07177341,0.41772187,-0.011115652,0.5915904,1
19/01/14 10,0.10474618,0.5675633,0.31662193,0.59275186,0.7290266,0.8551613,0.52977943,0.7538265,0.00855115,0.9726872,0.98293936,0.024262082,-0.010386443,0.9709215,0.9992207,0.012467362,0.002537979,0.02884331,0.026031911,0.96085066,0.9977501,0.7906176,0.9993801,0.049567312,-0.005977517,0.879888,0.995505,0.023135696,-0.04871137,0.70745283,0.9983112,0.31791022,0.30129334,0.5224506,0.8265667,0.57090104,0.53933305,0.07886628,0.59608126,0.09625411,0.41560283,-0.028414719,0.58102036,1
19/01/14 11,0.046880428,0.43454736,0.19645448,0.6226044,0.6745511,0.88512754,0.46745807,0.6236238,0.01764172,0.8481231,0.90152967,0.040913116,-0.00536412,0.87187564,0.9881366,0.012821002,0.019473365,0.04202101,0.030988915,0.92920697,0.99156594,0.666521,0.99126416,0.026423767,-0.031011082,0.74237376,0.9766083,-0.025058627,0.006268832,0.5526666,0.9941953,0.4976505,0.31884003,0.46754134,0.68407595,0.4853238,0.4260705,0.058711153,0.5845143,0.103877835,0.31819338,0.016610105,0.4662684,1
19/01/14 12,-0.110188484,0.5599009,0.023589546,0.72381073,0.9000293,0.99176276,0.74876153,0.7165877,0.0230545,0.8793974,0.9755629,-0.002688666,-0.075316526,0.9801754,0.9994645,-0.004421393,0.07897498,0.06163015,0.09995198,0.99366575,0.99968207,0.75738156,0.9897813,0.023316804,-0.059725106,0.848635,0.9988421,0.004076568,-0.018231316,0.31265762,0.99989456,0.7044955,0.3146361,0.55818635,0.7976683,0.4820581,0.48918322,0.021306815,0.58724207,0.07738013,0.34777188,-0.005660895,0.4935003,1
19/01/14 13,0.21436661,0.81256217,0.13731958,0.50424504,0.60109615,0.8689804,0.6452579,0.71004885,0.009830515,0.9781704,0.9930058,0.016402123,-0.009602087,0.9890374,0.9997131,-0.02252028,0.04362321,0.0483093,0.08874245,0.9840709,0.99961525,0.7311486,0.9996243,-0.007880191,-0.03810714,0.8485002,0.9976599,-0.0328802,-0.01057062,0.49681592,0.9984246,0.19466622,0.34687996,0.6736791,0.79265857,0.6708514,0.48105645,0.09679325,0.5249641,0.09188711,0.38095966,0.025792824,0.7065754,1
19/01/14 14,0.11794182,0.46636644,0.6020201,0.5964908,0.80226046,0.873876,0.48310977,0.7611349,-0.032192655,0.9870044,0.97953516,0.021017462,0.004767262,0.960815,0.9993146,-0.011085361,0.002255722,-0.005965862,0.015276033,0.92622244,0.99445987,0.7488217,0.999761,0.044674408,-0.0637648,0.93152654,0.994988,-0.054967795,-0.01468036,0.783814,0.9986479,0.29156336,0.280616,0.5836231,0.8432333,0.57882667,0.57006294,0.037786115,0.61709654,0.09771381,0.4469607,0.003376073,0.55087763,1
19/01/14 15,0.08154371,0.4001876,0.34845433,0.748058,0.8921967,0.9833833,0.69603485,0.8109433,0.053565525,0.9639831,0.9868254,0.055038325,-0.019256525,0.98367095,0.9999015,-0.017193068,0.08293913,-0.000946402,0.01683435,0.9873924,0.9994641,0.8592406,0.99914426,0.049155828,-0.018078564,0.91391027,0.9987802,-0.062593706,-0.028071808,0.6924469,0.99979824,0.6532754,0.37939748,0.56092733,0.8840512,0.54155475,0.60504293,0.072097935,0.7197007,0.13304801,0.45873374,-0.023427526,0.6062568,1
19/01/14 16,0.3206465,-0.16990651,0.80033475,0.5557335,0.88576835,0.9520013,0.5083826,0.8226311,0.07223164,0.991697,0.98248494,0.046752352,-0.046181303,0.96642154,0.9999475,-0.041842982,0.083607845,-0.047235485,0.012297442,0.8276718,0.98771477,0.81335706,0.99993265,0.05011048,-0.040943347,0.9408808,0.9963619,0.005770766,-0.07998402,0.9244546,0.99879766,0.50935,0.31268063,0.41126183,0.92492855,0.45799944,0.5614708,0.045076616,0.65471363,0.11240418,0.45349193,-0.023515508,0.3401464,1
19/01/14 17,-0.023037015,0.36051488,0.27739695,0.61102295,0.8327227,0.95431304,0.6131565,0.7635165,0.03983266,0.9516779,0.9810757,0.01897063,-0.009510021,0.9824824,0.99978626,-0.037843667,0.07724039,0.003055071,0.029846681,0.94841963,0.99746853,0.7418005,0.99687535,0.024749188,-0.09027955,0.9031703,0.99665916,-0.053162247,-0.054459006,0.60029775,0.9986102,0.44525045,0.262545,0.4901166,0.82774365,0.4454677,0.45277807,0.053064607,0.6223958,0.110687904,0.3578318,-0.027697437,0.45404255,1
19/01/14 18,0.27985126,0.65851945,0.48432055,0.45909628,0.5912037,0.8431595,0.6714066,0.81756747,-0.046528082,0.9911354,0.9929157,-0.002374194,-0.005945209,0.9906019,0.9999222,-0.043060236,0.038924154,-0.000370234,0.037326075,0.9828696,0.9997656,0.83769166,0.9999705,0.05595742,-0.05054511,0.9116982,0.99844575,-0.001382218,-0.015947906,0.8105166,0.9992478,0.128055,0.432297,0.6485508,0.8793774,0.62288666,0.55350965,0.074298665,0.6485501,0.15124442,0.48316616,0.023077872,0.6949528,1
19/01/14 19,0.6279531,0.47330505,0.55606407,0.33226466,0.395195,0.8869605,0.6301185,0.8112555,-0.005676772,0.9952267,0.9950865,0.034977615,-0.020713747,0.9930719,0.99998,-0.030297382,0.12918144,0.025784228,0.033349585,0.9802625,0.99977523,0.8211145,0.9999899,0.07539137,-0.03502843,0.92831814,0.9988021,-0.0043679,-0.046131264,0.88369757,0.9964422,0.2351414,0.41169676,0.62238044,0.9047475,0.6112347,0.52029794,0.11261762,0.6417611,0.13668717,0.46865168,-0.013177511,0.6028866,1
19/01/14 20,0.0739316,0.10907894,0.37682408,0.5334703,0.6295515,0.9239873,0.48734474,0.75717866,0.019290283,0.95142967,0.9582723,0.010670431,-0.06713629,0.94991946,0.9992076,-0.014785565,0.023229184,-0.01566048,0.061418492,0.9571914,0.9976942,0.76340455,0.9997106,0.005422548,-0.044277415,0.8816325,0.99439937,0.047886517,-0.00018416,0.8057068,0.99808526,0.4548328,0.30949774,0.40998316,0.85751134,0.4912962,0.5029785,0.029658306,0.62276405,0.054060847,0.39805108,-0.023921141,0.47223407,1
19/01/14 21,0.41246936,0.67744225,0.055369623,0.5108585,0.29001513,0.6773609,0.3932469,0.63233376,-0.007832697,0.96186715,0.9815649,-0.027389525,-0.013881773,0.94785655,0.9957604,-0.007042012,0.034329955,-0.003412725,0.07263361,0.9662974,0.99855006,0.69936955,0.9992822,0.05917545,-0.01576685,0.81067413,0.98985016,-0.017785432,-0.039939824,0.60212463,0.98477906,0.26923537,0.29975,0.60899436,0.72187,0.5914482,0.4661613,0.08420085,0.567836,0.12736598,0.30221328,0.037819523,0.6279231,1
19/01/14 22,0.10565931,0.45136583,0.11956938,0.7817589,0.8538547,0.9942552,0.7378751,0.78457874,0.039261747,0.7848729,0.96601033,0.02188349,-0.04473651,0.9752815,0.9994611,-0.052558206,0.054291777,-0.013159155,0.09851659,0.9947099,0.9996311,0.8007226,0.98988134,0.104228556,-0.004911333,0.80188906,0.9987673,-0.039674815,0.010392379,0.48461556,0.9998621,0.7613221,0.30841047,0.56499827,0.8057754,0.46889764,0.4672986,0.07784592,0.5739671,0.1285873,0.42317542,0.035669897,0.5552634,1
19/01/14 23,0.31238323,0.17768003,0.5087758,0.5419748,0.73241794,0.9316664,0.52617276,0.7346908,-0.004949747,0.96686405,0.9609955,-0.004717274,-0.003960663,0.9626358,0.9996051,-0.036015205,0.05876682,0.016708994,0.041731663,0.934548,0.996252,0.77978724,0.99925214,0.011504711,-0.05741453,0.86226386,0.9942245,-0.055812396,-0.035417523,0.82039344,0.99617785,0.48780787,0.3285635,0.5341957,0.81213677,0.50146955,0.515427,0.06839048,0.6947435,0.0932155,0.43129745,0.001848497,0.44466528,1
20/01/14 00,0.50886583,-0.37053293,0.9875625,0.84933364,0.97708935,0.94657755,0.5056884,0.897933,0.14991024,0.9982195,0.98020416,0.03943951,-0.046644095,0.5330572,0.9996267,0.010981195,0.09864066,0.116251454,0.42696688,-0.37081918,0.48208535,0.6359895,0.9999979,-0.081881195,-0.09450706,0.88460195,0.97839665,-0.12650128,0.035957657,0.95419,0.9998842,0.44334513,0.27126095,0.545794,0.98330534,0.38923138,0.3812525,0.21699043,0.36439905,0.12988995,0.57246065,0.25375754,-0.06555541,1
20/01/14 01,0.589954376,1.874732375,3.974743128,3.278586864,3.328718901,5.5,2.888159037,98.20333862,1,98.22280884,1,0,0,32.39716721,1,0,0,0,0,48.50484848,1,34.00751877,1,0,0,29.57779121,1,0,0,85.92811584,1,2.974437475,33.93596649,26.35646439,92.72971344,26.41030121,86.60321808,19.61684608,83.26976776,19.51309967,70.85604858,29.27961349,28.37961197,0
20/01/14 02,0.55147928,1.927251577,4.561094284,3.772342443,3.893040419,5.5,3.451237917,98.01878357,1,98.03820038,1,0,0,33.69617081,1,0,0,0,0,48.42188644,1,33.87382126,1,0,0,28.93384552,1,0,0,86.16272736,1,2.974526405,34.03557968,26.38106918,90.66769409,26.44199181,86.78609467,19.84991074,83.72299194,19.75030899,73.09011841,29.32531929,28.42531776,0
